Process_ID,Timestamp,Tool_Type,Wafer_ID,Chamber_Temperature,Gas_Flow_Rate,RF_Power,Etch_Depth,Rotation_Speed,Vacuum_Pressure,Stage_Alignment_Error,Vibration_Level,UV_Exposure_Intensity,Particle_Count,Defect,Join_Status
P1648,2025-07-01 00:12:33,Deposition,WAF71340,75.84913336291844,62.37130707788697,321.9599329875459,406.08474313976717,1683.4323268563749,0.4364318716143802,3.4069057728985026,0.009300551526884065,124.39598372882153,744,0,Joining
P1489,2025-07-01 03:18:39,Lithography,WAF97804,75.85399451966902,44.914170210870026,260.78488080426405,490.57702436829595,1738.1418208506548,0.46298006989483786,2.7826827634550177,0.012971807276052452,115.77593761425825,319,0,Joining
P1892,2025-07-01 05:31:30,Etching,WAF61750,83.66941569189304,41.57526206463407,284.0521731931443,434.64507843516157,1586.5494053928578,0.4234301967834541,2.2049929852787256,0.021045954429781716,118.65953876304576,770,0,Joining
P1273,2025-07-01 04:37:21,Deposition,WAF97957,69.78250252452621,48.07385586242399,288.0813933905237,532.9980640333663,1472.5784153909651,0.579370561337453,2.5703480984030516,0.010026373444599904,118.21567125258785,919,0,Joining
P1252,2025-07-01 00:01:45,Deposition,WAF22279,75.69073778183788,54.504141613157046,367.87999076080456,747.5115745798561,1888.7113413328498,0.48082755002617833,1.021194635301181,0.01641429694752453,139.8957845216814,297,0,Joining
P1456,2025-07-01 06:58:06,Lithography,WAF17228,78.65859237931066,66.08554236738657,211.19757274366458,267.7017800974783,1354.706529996326,0.47242783090782253,0.018148221652853236,0.008461228210831036,110.47220992535478,807,0,Joining
P1156,2025-07-01 01:15:39,Etching,WAF62330,72.62521647739311,55.06826911377817,246.91865272704064,290.20785161412005,1307.6510365210986,0.5670721068660566,1.9918804624423412,0.009600177386003527,132.95636474668106,683,0,Joining
P1695,2025-07-01 07:45:51,Lithography,WAF49883,79.22887531792182,62.758973845506944,329.49509395459546,250.55340146874408,1629.0369950145823,0.506663745405451,3.0491305582801584,0.01806195549706796,113.76570963824044,645,0,Joining
P1474,2025-07-01 00:01:57,Lithography,WAF14474,78.66109036545498,70.84071273652489,300.5007670018395,579.8645608787415,1233.6559981770001,0.6096974400150127,0.6869904094709574,0.015078113503976094,139.05229256759966,735,0,Joining
P1757,2025-07-01 04:00:57,Lithography,WAF95439,64.87481842745127,41.290564493352605,297.76772293340935,588.9940857305215,1642.9760869157255,0.5463743070772951,3.036246871458367,0.01240914522507761,114.29205753717756,316,0,Joining
P1028,2025-07-01 02:53:15,Etching,WAF85281,74.39740812810403,51.00261960862199,355.022236213002,363.2173772785502,1159.6588035850573,0.570070841966686,0.5691088566095854,0.00875269900819956,117.67819779565288,485,0,Joining
P1547,2025-07-01 01:28:00,Lithography,WAF61673,79.92148222598523,30.45081510436877,319.27820108225507,657.1194440849745,1433.407073666528,0.5228127848366845,0.8995082887536123,0.011412561935076393,136.44282568214498,418,0,Joining
P1334,2025-07-01 01:55:12,Etching,WAF17014,77.11007179705346,56.00884448841404,354.4720415790159,610.971473926189,1088.9508227883275,0.43466187705722276,2.8112860911116995,0.0022813486294542403,129.26973029581802,108,0,Joining
P1069,2025-07-01 03:06:09,Etching,WAF56904,74.98657137068379,53.48079883698492,302.2064957696434,481.1683681777237,1410.1631991662296,0.5334864212469073,0.9329993941408115,0.01263850985786939,136.20060937472903,781,0,Joining
P1214,2025-07-01 06:54:12,Etching,WAF40475,75.51214332039004,44.28447839807392,375.6807990673305,472.6829327475163,1508.8711562058854,0.47978912666629964,3.2196463447428094,0.014849885183088732,104.33461629935637,483,1,Non-Joining
P1926,2025-07-01 04:09:39,Lithography,WAF31553,74.64093428574483,49.282884836245906,268.2533754985264,370.14783970127905,1768.5773740842349,0.5562444573745238,2.6562950084662997,0.007496307168452515,113.3397270405139,846,0,Joining
P1730,2025-07-01 06:46:21,Lithography,WAF28405,72.21053870048172,61.11888084947179,278.17570518058,491.8321140579537,1991.4546612406984,0.47782662941453186,2.8168812195300115,0.015676351380354774,115.91488002332098,858,0,Joining
P1632,2025-07-01 02:31:36,Lithography,WAF19262,75.66254048421091,47.9775475614958,232.3669502449378,416.5456413230422,1184.1539825233262,0.523932756141931,1.9416114174642614,0.005787647119642893,120.71451487899787,209,0,Joining
P1492,2025-07-01 06:36:54,Deposition,WAF85923,78.0275646011792,45.10001630338656,225.6948475214279,503.82765092701806,1612.1209583765162,0.49284925742628083,2.392348165294341,0.009225985534455791,98.09510314257324,553,0,Joining
P1153,2025-07-01 02:31:57,Lithography,WAF36723,74.4534187138198,43.40275329265561,319.0606937192409,358.49351267326807,1694.7976405721909,0.5299621480919007,1.173584537737014,0.010696777147764742,110.63561897701368,569,0,Joining
P1307,2025-07-01 08:02:45,Etching,WAF63780,79.37995191289644,38.90663667778823,203.00287097299622,327.4641891648772,1438.574058261286,0.49790506054721445,2.8496718299519186,0.0059087384764550934,121.89299507696917,183,0,Joining
P1317,2025-07-01 02:07:15,Lithography,WAF62142,76.64267376956974,44.495068836878815,309.71625340671346,415.73500135192245,1275.4380437463346,0.5341382067944617,0.2523675709414608,0.0068904898645512375,104.40729439912506,788,0,Joining
P1913,2025-07-01 02:09:36,Lithography,WAF73401,80.1988114480239,48.730135657200854,344.1687902186721,637.5613605590459,1335.392004423512,0.5252443950896587,2.756477889860637,0.017154974205155545,129.96312659779898,547,0,Joining
P1922,2025-07-01 00:59:24,Etching,WAF28423,75.24358339696904,56.042883913587815,350.59215500213327,401.2897401940991,1320.7739321788044,0.5255125143485412,3.5536239371559883,0.008771937251914714,117.38165477768416,716,0,Joining
P1373,2025-07-01 06:38:18,Deposition,WAF39895,70.76164025392482,50.997198461175465,309.40278561061785,447.7652623575324,1575.5582971931972,0.4469844620893652,2.565859541350076,0.0028271629510704718,104.51249843212048,720,0,Joining
P1479,2025-07-01 05:03:51,Lithography,WAF60093,81.62761284677029,65.53928163634855,253.86626250605843,555.437726605742,1683.8682058038335,0.48785212051931054,1.2739362424168363,0.01383822704307918,107.62412436356391,109,0,Joining
P1815,2025-07-01 00:05:21,Deposition,WAF75499,75.10813315296782,50.63689955426889,258.5571495509579,507.8779692194318,1338.116290491089,0.4802426277466586,3.7951199240268947,0.023272161706553978,129.6720095057824,637,1,Non-Joining
P1542,2025-07-01 01:05:45,Deposition,WAF11223,62.8931012406136,53.533064398273694,291.9864850811864,420.1699350369274,1513.5885261786325,0.46377253377329986,1.3970916475848336,0.01363922843924237,128.5840315152228,276,0,Joining
P1440,2025-07-01 06:49:21,Lithography,WAF79503,67.33499210698285,47.17027539631807,188.2992801729959,411.7586127092459,1360.26652716873,0.5425746916324378,1.0412927067227478,0.0034224498134583867,102.76849761697099,455,0,Joining
P1641,2025-07-01 02:17:39,Etching,WAF69821,75.27615218240555,52.128583152261044,271.74247738393757,359.21080790905387,1707.7492477730648,0.5325607370329404,2.2074585510310323,0.008357876839904922,116.23533370342341,366,0,Joining
P1508,2025-07-01 08:07:39,Deposition,WAF52530,70.84704739831362,65.7622428471714,298.69687524913945,611.0127784344069,1803.971255477022,0.5164156604761715,1.311759985419224,0.006829059039861336,111.51269642383947,142,0,Joining
P1847,2025-07-01 05:11:33,Etching,WAF67172,75.27769370445833,51.388657981988196,217.97094803333067,556.8788163266553,1166.413964435685,0.4995846505175103,2.9980957021179346,0.01236938691329611,119.00032675639932,174,0,Joining
P1481,2025-07-01 02:23:48,Deposition,WAF98074,68.86719710049017,59.47730112734108,215.61745812126844,599.1201885655524,1359.1401053392196,0.502592594579289,1.6065217544969368,0.015230218505193651,134.0935440798616,201,0,Joining
P1601,2025-07-01 04:26:09,Etching,WAF51524,81.03513256713843,57.91023038693718,289.882087677091,512.6708688471543,1626.5975859299283,0.5277647341707647,2.2599689568166044,0.006136300956247625,109.69143508628612,132,0,Joining
P1850,2025-07-01 00:39:57,Etching,WAF58232,82.84792033140539,54.49782617944353,373.5648843860657,624.2702871261137,1534.8760797165085,0.5142663630732505,2.2262985639609765,0.00863531226991405,110.87945669605875,144,0,Joining
P1780,2025-07-01 02:58:30,Deposition,WAF65361,67.13862110137711,63.12062343782814,321.5256739764409,631.7837392470393,1635.7179734730057,0.48226420462009956,0.4017720937288942,0.008668158947338944,139.6121655012529,537,0,Joining
P1916,2025-07-01 02:24:42,Deposition,WAF31961,72.5429479165522,51.059722782595685,283.9601069256978,272.5915415946003,1651.8732461740176,0.5491949048688035,2.061136518991504,0.01741612931006611,118.8062309125866,866,1,Non-Joining
P1664,2025-07-01 02:26:21,Lithography,WAF83306,75.65075530992792,39.46827405512244,261.16010386991746,385.18505118191365,1308.3888794811091,0.3883865933277427,1.7909171858838704,0.004336652364383333,122.45478691791759,197,1,Non-Joining
P1242,2025-07-01 06:48:54,Deposition,WAF59421,66.25418599070959,51.927840035884955,293.77318060847807,631.0339857876604,1611.1762940473186,0.48583488997870017,0.5196415430839267,0.006671985251994838,112.18211940966418,769,0,Joining
P1703,2025-07-01 00:48:33,Etching,WAF74054,79.97205140608816,55.166118585768,353.16006600257555,404.1342256581513,1708.488020385141,0.4418736730597449,2.4522372887755672,0.009437417274023889,110.29945761431588,164,0,Joining
P1137,2025-07-01 05:34:21,Etching,WAF78446,69.8726507780087,36.279195645629784,365.23980134682256,451.9702752697894,1489.4331131571928,0.5027551038197037,1.019118523417415,0.011013722621716581,108.97790059552726,628,0,Joining
P1490,2025-07-01 07:08:45,Lithography,WAF47867,77.62017508672427,38.541218070296246,420.07072636741594,626.3531291399522,1429.6107101518558,0.5166735425679629,2.5095919160010314,0.009798699137321454,114.77775283425771,649,0,Joining
P1935,2025-07-01 01:41:00,Etching,WAF59744,70.88525687068821,20.58371528236237,281.0467660179723,368.9182391191998,1589.2572377503016,0.5135187387091391,-0.1159230999905323,0.01398189172515038,99.29946966321708,556,0,Joining
P1178,2025-07-01 07:32:42,Etching,WAF97204,68.96602056788997,51.140338884444105,320.36650720689954,408.9280210922298,1333.1265840088834,0.5499188833666291,2.186039787858583,0.014401441904262614,145.34786796986361,521,0,Joining
P1357,2025-07-01 00:47:36,Etching,WAF71134,79.39653646354488,48.58656794525295,328.32978672449985,551.2030256578305,1614.334791575165,0.4515349892459654,1.7885950280027971,0.0022217447718717977,127.72587008479381,981,1,Non-Joining
P1970,2025-07-01 04:27:57,Etching,WAF11927,69.98263955678469,35.06642811118225,317.5360642619785,482.430955711099,1353.0968109520736,0.49047044807252577,2.425042030290716,0.014915696725397068,127.70831291556996,535,0,Joining
P1932,2025-07-01 03:12:51,Deposition,WAF72580,71.95431955571219,38.969353487714216,304.7559260951119,453.38732971393995,1684.5685446791913,0.4227956460463407,1.2920614552995073,0.009500439434828221,93.74910830735193,120,0,Joining
P1209,2025-07-01 04:53:03,Lithography,WAF49713,77.38905923134692,35.027369109611946,231.46953609721052,415.121866462532,1380.825477312277,0.3985433141421203,1.959953333813042,0.011924484427524829,141.60296957923612,246,0,Joining
P1837,2025-07-01 02:37:15,Lithography,WAF82177,77.31730177833109,63.60112010506813,298.9777950656131,505.7413560720072,1364.599904252214,0.4942125747423394,2.162560801711665,0.01818367139866567,134.04633707343416,373,0,Joining
P1963,2025-07-01 02:45:15,Deposition,WAF90442,80.20956302088739,57.51904226653133,330.1823183059954,432.5185320517962,1599.3914548438825,0.4511553100009921,2.722609057489665,0.009955648395289151,124.35767329128788,369,1,Non-Joining
P1083,2025-07-01 02:30:18,Etching,WAF52692,77.28835805596793,58.22360939114881,267.98151278060675,532.8099670832586,1699.8201038599263,0.46950054501347205,2.0273569707136585,0.010865921403977272,126.91024128201452,761,0,Joining
P1231,2025-07-01 07:30:03,Etching,WAF70188,73.05078472791203,57.246049784433545,291.02083096250936,344.1848013636684,1132.5671527731379,0.4836711405860206,1.4683050715507453,0.014042839430237788,136.505619782072,963,0,Joining
P1803,2025-07-01 06:28:30,Deposition,WAF71463,85.79009505428598,64.18307469925938,361.54240892598546,598.6322688475235,1262.805339888926,0.5058325530210324,1.691956745328686,0.006573075825215451,125.49064345434587,431,0,Joining
P1277,2025-07-01 06:11:54,Etching,WAF76506,64.88561921385455,54.42436912880715,256.6217166537275,606.9994414669947,1511.1193782352202,0.5629650120163444,1.8677936760154614,0.004214279771304326,81.878988562367,378,0,Joining
P1489,2025-07-01 06:37:06,Deposition,WAF92445,77.1802553738797,58.942490069679785,206.17191450983313,590.3404875093937,1412.1222234027662,0.4690369688724478,3.0225297785783187,0.006898672199537985,104.08556054625177,339,0,Joining
P1960,2025-07-01 07:41:54,Deposition,WAF56875,85.87977080917743,34.51769334209082,316.9776482285377,400.47014306381527,1539.9099870958946,0.48458818031096634,1.6584564884609594,0.010329220372825118,99.75985425234494,841,0,Joining
P1880,2025-07-01 00:52:48,Lithography,WAF13048,80.59456135853587,51.84832888359093,306.03405182289634,389.3843870763427,1644.7835287358512,0.501759245618738,1.9074956572440267,0.012960453589420207,109.48112390339561,622,0,Joining
P1470,2025-07-01 02:37:42,Etching,WAF44603,76.05436179255257,30.87251794148612,267.8345100029435,519.6727244562223,1540.4174481256653,0.4764374714691309,2.491331229486696,0.009156390964572388,122.4130272710303,777,1,Non-Joining
P1997,2025-07-01 03:09:21,Lithography,WAF59600,74.58834724991398,37.824771675898816,249.52008787042098,623.0480967891186,1402.1631359977478,0.623084825488603,0.7564889356001583,0.012056065324032472,122.60786963751352,185,0,Joining
P1305,2025-07-01 07:39:27,Deposition,WAF37700,68.92721678838654,34.733213972341844,378.6164293930784,415.9415834219284,1456.8790847836917,0.5456473444977279,2.093720624237939,0.016485822414424367,96.18945849428013,442,0,Joining
P1470,2025-07-01 06:31:15,Etching,WAF71365,75.46265695870538,63.20806533765698,202.68734034996822,574.8359572557519,1586.318855811887,0.544319883115741,1.617714332308294,0.013610199491785593,122.55234946006253,840,1,Non-Joining
P1064,2025-07-01 06:16:57,Lithography,WAF59354,82.85195920168908,54.573486847608955,353.13787088713065,471.8068532950026,1480.6524240852373,0.5216249735634984,2.024833958861581,0.0061888257986192855,80.45729626517897,853,0,Joining
P1243,2025-07-01 06:01:33,Deposition,WAF73128,73.86704440736385,47.37909799637126,406.0775045771497,460.6991954819975,1851.6517775168961,0.5109082581301756,2.765565001253279,0.00835567783105175,108.97583082976976,533,1,Non-Joining
P1735,2025-07-01 00:38:12,Deposition,WAF27426,72.34994620610017,57.459322245237814,360.96337885908366,394.44037336379404,1607.8242568945793,0.4665405862408567,1.7129690444330856,0.004852055341382407,142.4350524501218,347,0,Joining
P1786,2025-07-01 04:10:57,Deposition,WAF60426,77.4389300875545,51.5650545384427,321.68950793558247,379.640292392367,1389.5000845870934,0.48017870964787485,1.9033333887025006,0.010538797157026245,124.78266613783842,740,1,Non-Joining
P1905,2025-07-01 04:05:09,Etching,WAF52636,76.5625758309778,45.42348814442443,294.4609474132314,373.070286915787,1693.3152838124872,0.46845473292543155,2.942065605895808,0.0008642057882570064,110.55561923414345,117,1,Non-Joining
P1767,2025-07-01 06:44:39,Lithography,WAF74940,78.63556881669372,69.75457527157876,313.1426021336708,541.3508050214034,1482.8721074139714,0.5564597521286422,3.61815944387575,0.005702538398645303,130.15105111823107,890,1,Non-Joining
P1206,2025-07-01 05:42:09,Etching,WAF33461,73.72937088404949,29.5617248367377,223.74172021699633,427.4568407551114,1491.1381646520558,0.48881374151596974,1.0395241873209273,0.008996728343270437,125.5029064515732,519,0,Joining
P1780,2025-07-01 01:48:15,Etching,WAF51025,78.26503969154952,48.338494397006336,266.78644949640744,776.105596651758,1424.17127008815,0.4180421663183701,2.16572890069995,0.00805647311470344,117.6731487386048,169,0,Joining
P1701,2025-07-01 01:33:06,Deposition,WAF22417,69.3413790570017,62.19230137592039,309.776661891965,584.9807632936139,1747.580487572821,0.4459329692718915,2.6775782461742117,0.0058161322690622125,116.39837471775904,280,0,Joining
P1387,2025-07-01 06:32:30,Deposition,WAF91565,70.48900956513529,46.665313489618505,292.5265652798943,528.490556491086,1552.8824069579623,0.45053519473649395,1.583209035470398,0.01317496516389379,142.7127996681627,342,0,Joining
P1717,2025-07-01 07:36:09,Etching,WAF50794,80.15899377299701,57.72781466459658,326.44670401520847,498.98585251401715,1481.1555262491345,0.5364363958229388,2.027266001817888,0.00674126117858977,127.0253233554248,780,0,Joining
P1006,2025-07-01 01:57:00,Etching,WAF38668,83.60982144066088,63.219736775218465,265.4971857953199,373.0790474427498,1505.2085618798255,0.5902576232674124,1.5711341201523852,0.01068255823745937,131.73083169862372,255,0,Joining
P1498,2025-07-01 04:36:21,Etching,WAF42734,75.65908866298359,50.28188283437192,283.36586394203886,588.6953808354525,1463.9297796523167,0.43537148345220655,2.6775276993309607,0.005249316156790362,102.54651808928942,693,1,Non-Joining
P1424,2025-07-01 05:37:09,Etching,WAF54494,81.69338987116527,20.826371386969353,361.45461289023643,655.2373367183563,1836.666289658439,0.40944259513997616,1.7352828386699202,0.012566311230705346,136.99503593163365,682,0,Joining
P1065,2025-07-01 03:20:09,Etching,WAF83662,74.26311887401091,44.88225811503763,336.07874728778825,543.7777807479446,1764.9100515791215,0.5207034172594692,2.7416563591163885,0.014516841493810374,89.16367687169041,163,0,Joining
P1183,2025-07-01 00:56:09,Deposition,WAF96805,77.53966334981008,63.393961224391575,309.86426455992904,427.3216353892474,1624.5660681953068,0.5145324182622856,2.3362956537031847,0.008693583941520613,129.85474234410574,183,0,Joining
P1527,2025-07-01 07:15:27,Lithography,WAF16630,78.86311492984017,60.36189345096718,280.5466535550823,619.6940792258666,1698.2552553511978,0.5245222389107045,2.2550377551293885,0.005779461489783759,137.22017612423065,972,0,Joining
P1025,2025-07-01 03:22:27,Etching,WAF88488,70.57014958762936,48.83129996046663,323.8762820563196,376.96188426519416,1562.581608879802,0.44045310093785206,2.260318303295299,0.00933260521382048,112.98459601398851,922,0,Joining
P1808,2025-07-01 06:22:00,Lithography,WAF22094,68.33016684506055,70.74922501490266,206.3186037548922,558.3280463609701,1233.061388916657,0.5104000452871205,2.7507512456848286,0.01240301903800502,104.23546172481461,578,0,Joining
P1036,2025-07-01 00:38:15,Lithography,WAF40750,72.98621355046791,48.63156825141901,390.51888075691375,627.8155170335735,1009.8526144788117,0.5439182206804383,1.8777268208760498,0.005302036493721761,123.91844985604027,520,1,Non-Joining
P1645,2025-07-01 01:57:12,Lithography,WAF74005,76.95642478560437,50.30851948510463,265.2906465348128,428.81907179400025,1398.5848940630947,0.49339765754219306,2.8950935914452303,0.01741780825625692,85.89728255165346,490,0,Joining
P1708,2025-07-01 03:23:33,Deposition,WAF23071,74.66989007026986,56.79706796632087,306.24270854974515,304.9313166974422,1939.3506240271981,0.4978061305862312,2.4975668281660783,0.011605079143826405,136.57303362440973,577,0,Joining
P1103,2025-07-01 06:00:48,Etching,WAF76629,69.73238689841985,56.819136630424325,277.3636392673683,446.93948157758877,1584.556006618765,0.5594171314705774,3.6483518301700784,0.0037024233901192414,131.61768255230774,207,0,Joining
P1858,2025-07-01 03:30:48,Etching,WAF16677,72.30594820551441,66.14772635562227,234.44809247286537,449.06223213917457,1594.4815753262733,0.48366825282634135,1.1889616132123844,0.008828353811025733,115.64772456748736,697,1,Non-Joining
P1029,2025-07-01 06:37:36,Deposition,WAF34707,85.99418519130643,44.80654926840416,263.8646932148623,634.2734625574652,1411.6208231687247,0.5276024640753388,1.5668172344556108,0.01630872277115402,110.08855574258197,697,0,Joining
